0,0.0210509,14.4722,1.21536,0,7905.24
1,0.021049,14.586,1.2018,0,7621.72
2,0.0212042,14.385,1.19188,0,7444.8
3,0.021399,13.9839,1.18504,0,7331.84
4,0.0215584,13.4789,1.18077,0,7260.5
5,0.0216844,12.943,1.17869,0,7218.64
6,0.0217785,12.4164,1.17682,0,7197.47
7,0.0218471,11.9236,1.1751,0,7191.32
8,0.0218979,11.4778,1.17385,0,7196.62
9,0.0219385,11.0851,1.17299,0,7211.19
10,0.0219004,10.6976,1.1731,0,7219.22
11,0.0217624,10.3037,1.17407,0,7206.01
12,0.0216378,9.98727,1.1753,0,7205.82
13,0.0215266,9.74014,1.17668,0,7214.81
14,0.0214265,9.54938,1.17848,0,7229.4
15,0.0213348,9.4012,1.18056,0,7246.29
16,0.0212501,9.28497,1.18293,0,7263.43
17,0.021181,9.1924,1.18561,0,7279.36
18,0.0211275,9.11743,1.18816,0,7292.18
19,0.0210729,9.05433,1.18957,0,7296.18
20,0.0209622,9.00854,1.18991,0,7279.85
21,0.0208745,8.99354,1.19132,0,7258.47
22,0.0208044,8.99125,1.19333,0,7238.03
23,0.0207389,8.99247,1.19552,0,7217.96
24,0.0206763,8.99506,1.19786,0,7198.77
25,0.020619,8.99799,1.20038,0,7181.66
26,0.0205736,8.99241,1.2035,0,7172.88
27,0.0204595,8.92884,1.2079,0,7145.84
28,0.0203549,8.87397,1.21269,0,7125.34
29,0.0202603,8.83101,1.21773,0,7111.61
30,0.0201724,8.79745,1.22299,0,7102.52
31,0.0200914,8.77245,1.22843,0,7097.68
32,0.0200134,8.75238,1.234,0,7095.15
33,0.0199484,8.73812,1.23986,0,7094.67
34,0.0198905,8.72815,1.24549,0,7091.22
35,0.019836,8.71796,1.25136,0,7088.14
36,0.0197788,8.70506,1.25739,0,7084.72
37,0.0196807,8.67645,1.26311,0,7078.13
38,0.0195697,8.65182,1.26827,0,7067.12
39,0.0194574,8.62774,1.27363,0,7055.49
40,0.0193453,8.60382,1.27933,0,7043.8
41,0.0191889,8.54433,1.28619,0,7016.74
42,0.0190332,8.48246,1.29372,0,6990.47
43,0.0188901,8.42912,1.30159,0,6970.61
44,0.0187574,8.38265,1.30955,0,6956.23
45,0.0186357,8.3432,1.31759,0,6947.21
46,0.0185211,8.3081,1.32566,0,6941.4
47,0.0184132,8.27536,1.33356,0,6937.52
48,0.0183177,8.2511,1.34136,0,6934.18
49,0.018262,8.24376,1.35082,0,6933.79
50,0.0182161,8.23646,1.36026,0,6934.25
51,0.0181776,8.22994,1.36953,0,6935.94
